departamentos,programatica1_ano,key_fecha,vaccine_header,doses_aplicadas,pct_cobertura
ARAUCA,4542,2,flu_2da_dosis,2302,0.51
ARAUCA,4542,2,neumo_1ra_dosis,5298,1.17
ARAUCA,4542,2,neumo_2da_dosis,5076,1.12
ARAUCA,4542,2,srp_u_dosis,5044,1.11
ARAUCA,4542,2,varicela_u_dosis,5098,1.12
ARAUCA,4542,2,fa_u_dosis,5963,1.31
ARAUCA,4542,2,neumo_m12_ref,4912,1.08
ARAUCA,4542,2,vop_1er_ref,4346,0.96
ARAUCA,4542,2,dpt_1er_ref,4350,0.96
ARAUCA,4542,2,vop_2do_ref,4672,1.03
ARAUCA,4542,2,dpt_5an_2do_ref,4690,1.03
ARAUCA,4542,2,srp_5anosref,4662,1.03
ARAUCA,4542,2,tdap_unica_dosis_en_cada_embarazo,4182,0.92
ATLANTICO,20841,2,bcg_dosis_unica,20448,0.98
ATLANTICO,20841,2,hb_d_unica,19028,0.91
ATLANTICO,20841,2,antipolio_1ras_dosis,21142,1.01
ATLANTICO,20841,2,vop_3_dosis,21741,1.04
ATLANTICO,20841,2,penta_1ras_dosis,20308,0.97
ATLANTICO,20841,2,penta_2das_dosis,20491,0.98
ATLANTICO,20841,2,penta_3ras_dosis,20912,1.0
ATLANTICO,20841,2,rotavirus_1ra_dosis,16953,0.81
ATLANTICO,20841,2,rotavirus_2da_dosis,18944,0.91
ATLANTICO,20841,2,flu_1ra_dosis,14566,0.7
ATLANTICO,20841,2,flu_2da_dosis,9223,0.44
ATLANTICO,20841,2,neumo_1ra_dosis,19214,0.92
ATLANTICO,20841,2,neumo_2da_dosis,21075,1.01
ATLANTICO,20841,2,srp_u_dosis,21280,1.02
ATLANTICO,20841,2,varicela_u_dosis,20732,0.99
ATLANTICO,20841,2,fa_u_dosis,21213,1.02
ATLANTICO,20841,2,neumo_m12_ref,20125,0.97
ATLANTICO,20841,2,vop_1er_ref,19633,0.94
ATLANTICO,20841,2,dpt_1er_ref,19476,0.93
ATLANTICO,20841,2,vop_2do_ref,21221,1.02
ATLANTICO,20841,2,dpt_5an_2do_ref,21465,1.03
ATLANTICO,20841,2,srp_5anosref,20874,1.0
ATLANTICO,20841,2,tdap_unica_dosis_en_cada_embarazo,15155,0.73
BARRANQUILLA,21907,2,bcg_dosis_unica,21887,1.0
BARRANQUILLA,21907,2,hb_d_unica,20342,0.93
BARRANQUILLA,21907,2,antipolio_1ras_dosis,21625,0.99
BARRANQUILLA,21907,2,vop_3_dosis,21257,0.97
BARRANQUILLA,21907,2,penta_1ras_dosis,21678,0.99
BARRANQUILLA,21907,2,penta_2das_dosis,21293,0.97
BARRANQUILLA,21907,2,penta_3ras_dosis,21174,0.97
BARRANQUILLA,21907,2,rotavirus_1ra_dosis,21519,0.98
BARRANQUILLA,21907,2,rotavirus_2da_dosis,20945,0.96
BARRANQUILLA,21907,2,flu_1ra_dosis,18560,0.85
BARRANQUILLA,21907,2,flu_2da_dosis,12331,0.56
BARRANQUILLA,21907,2,neumo_1ra_dosis,22248,1.02
BARRANQUILLA,21907,2,neumo_2da_dosis,21778,0.99
BARRANQUILLA,21907,2,srp_u_dosis,21285,0.97
BARRANQUILLA,21907,2,varicela_u_dosis,21262,0.97
BARRANQUILLA,21907,2,fa_u_dosis,20800,0.95
BARRANQUILLA,21907,2,neumo_m12_ref,21213,0.97
BARRANQUILLA,21907,2,vop_1er_ref,21346,0.97
BARRANQUILLA,21907,2,dpt_1er_ref,21333,0.97
BARRANQUILLA,21907,2,vop_2do_ref,20723,0.95
BARRANQUILLA,21907,2,dpt_5an_2do_ref,20756,0.95
BARRANQUILLA,21907,2,srp_5anosref,20712,0.95
BARRANQUILLA,21907,2,tdap_unica_dosis_en_cada_embarazo,18010,0.82
BOGOTA D.C.,105191,2,bcg_dosis_unica,109138,1.04
BOGOTA D.C.,105191,2,hb_d_unica,108130,1.03
BOGOTA D.C.,105191,2,antipolio_1ras_dosis,92493,0.88
BOGOTA D.C.,105191,2,vop_3_dosis,93060,0.88
BOGOTA D.C.,105191,2,penta_1ras_dosis,92583,0.88
BOGOTA D.C.,105191,2,penta_2das_dosis,93134,0.89
BOGOTA D.C.,105191,2,penta_3ras_dosis,93048,0.88
BOGOTA D.C.,105191,2,rotavirus_1ra_dosis,91199,0.87
BOGOTA D.C.,105191,2,rotavirus_2da_dosis,91947,0.87
BOGOTA D.C.,105191,2,flu_1ra_dosis,79922,0.76
BOGOTA D.C.,105191,2,flu_2da_dosis,54908,0.52
BOGOTA D.C.,105191,2,neumo_1ra_dosis,93180,0.89
BOGOTA D.C.,105191,2,neumo_2da_dosis,95957,0.91
BOGOTA D.C.,105191,2,srp_u_dosis,97298,0.92
BOGOTA D.C.,105191,2,varicela_u_dosis,96302,0.92
BOGOTA D.C.,105191,2,fa_u_dosis,86490,0.82
BOGOTA D.C.,105191,2,neumo_m12_ref,97059,0.92
BOGOTA D.C.,105191,2,vop_1er_ref,88295,0.84
BOGOTA D.C.,105191,2,dpt_1er_ref,88338,0.84
BOGOTA D.C.,105191,2,vop_2do_ref,91378,0.87
BOGOTA D.C.,105191,2,dpt_5an_2do_ref,91438,0.87
BOGOTA D.C.,105191,2,srp_5anosref,91929,0.87
BOGOTA D.C.,105191,2,tdap_unica_dosis_en_cada_embarazo,86079,0.82
BOLIVAR,22079,2,bcg_dosis_unica,10386,0.47
BOLIVAR,22079,2,hb_d_unica,9600,0.43
BOLIVAR,22079,2,antipolio_1ras_dosis,19042,0.86
BOLIVAR,22079,2,vop_3_dosis,18169,0.82
BOLIVAR,22079,2,penta_1ras_dosis,19049,0.86
BOLIVAR,22079,2,penta_2das_dosis,18588,0.84
BOLIVAR,22079,2,penta_3ras_dosis,18202,0.82
BOLIVAR,22079,2,rotavirus_1ra_dosis,18224,0.83
BOLIVAR,22079,2,rotavirus_2da_dosis,17791,0.81
BOLIVAR,22079,2,flu_1ra_dosis,15093,0.68
BOLIVAR,22079,2,flu_2da_dosis,10293,0.47
BOLIVAR,22079,2,neumo_1ra_dosis,18546,0.84
BOLIVAR,22079,2,neumo_2da_dosis,18132,0.82
BOLIVAR,22079,2,srp_u_dosis,18336,0.83
BOLIVAR,22079,2,varicela_u_dosis,17581,0.8
BOLIVAR,22079,2,fa_u_dosis,17013,0.77
BOLIVAR,22079,2,neumo_m12_ref,17963,0.81
BOLIVAR,22079,2,vop_1er_ref,17931,0.81
BOLIVAR,22079,2,dpt_1er_ref,17836,0.81
BOLIVAR,22079,2,vop_2do_ref,20049,0.91
BOLIVAR,22079,2,dpt_5an_2do_ref,19930,0.9
BOLIVAR,22079,2,srp_5anosref,19739,0.89
BOLIVAR,22079,2,tdap_unica_dosis_en_cada_embarazo,16141,0.73
CARTAGENA,19050,2,bcg_dosis_unica,19908,1.05
CARTAGENA,19050,2,hb_d_unica,19783,1.04
CARTAGENA,19050,2,antipolio_1ras_dosis,18503,0.97
CARTAGENA,19050,2,vop_3_dosis,16788,0.88
CARTAGENA,19050,2,penta_1ras_dosis,18551,0.97
CARTAGENA,19050,2,penta_2das_dosis,17967,0.94
CARTAGENA,19050,2,penta_3ras_dosis,16785,0.88
CARTAGENA,19050,2,rotavirus_1ra_dosis,17876,0.94
CARTAGENA,19050,2,rotavirus_2da_dosis,17428,0.91
CARTAGENA,19050,2,flu_1ra_dosis,14261,0.75
CARTAGENA,19050,2,flu_2da_dosis,10171,0.53
CARTAGENA,19050,2,neumo_1ra_dosis,17891,0.94
CARTAGENA,19050,2,neumo_2da_dosis,16717,0.88
CARTAGENA,19050,2,srp_u_dosis,17790,0.93
CARTAGENA,19050,2,varicela_u_dosis,16993,0.89
CARTAGENA,19050,2,fa_u_dosis,15603,0.82
CARTAGENA,19050,2,neumo_m12_ref,16149,0.85
CARTAGENA,19050,2,vop_1er_ref,15744,0.83
CARTAGENA,19050,2,dpt_1er_ref,15845,0.83
CARTAGENA,19050,2,vop_2do_ref,16314,0.86
CARTAGENA,19050,2,dpt_5an_2do_ref,16291,0.86
CARTAGENA,19050,2,srp_5anosref,16482,0.87
CARTAGENA,19050,2,tdap_unica_dosis_en_cada_embarazo,15962,0.84
BOYACA,16381,2,bcg_dosis_unica,15080,0.92
BOYACA,16381,2,hb_d_unica,14992,0.92
BOYACA,16381,2,antipolio_1ras_dosis,15181,0.93
BOYACA,16381,2,vop_3_dosis,15205,0.93
BOYACA,16381,2,penta_1ras_dosis,15186,0.93
BOYACA,16381,2,penta_2das_dosis,15220,0.93
BOYACA,16381,2,penta_3ras_dosis,15204,0.93
BOYACA,16381,2,rotavirus_1ra_dosis,15052,0.92
BOYACA,16381,2,rotavirus_2da_dosis,15101,0.92
BOYACA,16381,2,flu_1ra_dosis,13258,0.81
BOYACA,16381,2,flu_2da_dosis,10539,0.64
BOYACA,16381,2,neumo_1ra_dosis,15218,0.93
BOYACA,16381,2,neumo_2da_dosis,15258,0.93
BOYACA,16381,2,srp_u_dosis,15675,0.96
BOYACA,16381,2,varicela_u_dosis,15645,0.96
BOYACA,16381,2,fa_u_dosis,15016,0.92
BOYACA,16381,2,neumo_m12_ref,15641,0.95
BOYACA,16381,2,vop_1er_ref,15129,0.92
BOYACA,16381,2,dpt_1er_ref,15141,0.92
BOYACA,16381,2,vop_2do_ref,16992,1.04
BOYACA,16381,2,dpt_5an_2do_ref,16997,1.04
BOYACA,16381,2,srp_5anosref,16989,1.04
BOYACA,16381,2,tdap_unica_dosis_en_cada_embarazo,13532,0.83
CALDAS,10180,2,bcg_dosis_unica,9410,0.92
CALDAS,10180,2,hb_d_unica,9500,0.93
CALDAS,10180,2,antipolio_1ras_dosis,9672,0.95
CALDAS,10180,2,vop_3_dosis,9769,0.96
CALDAS,10180,2,penta_1ras_dosis,9695,0.95
CALDAS,10180,2,penta_2das_dosis,9824,0.97
CALDAS,10180,2,penta_3ras_dosis,9803,0.96
CALDAS,10180,2,rotavirus_1ra_dosis,9371,0.92
CALDAS,10180,2,rotavirus_2da_dosis,9468,0.93
CALDAS,10180,2,flu_1ra_dosis,8539,0.84
CALDAS,10180,2,flu_2da_dosis,6565,0.64
CALDAS,10180,2,neumo_1ra_dosis,9385,0.92
CALDAS,10180,2,neumo_2da_dosis,9447,0.93
CALDAS,10180,2,srp_u_dosis,9652,0.95
CALDAS,10180,2,varicela_u_dosis,9671,0.95
CALDAS,10180,2,fa_u_dosis,9391,0.92
CALDAS,10180,2,neumo_m12_ref,9395,0.92
CALDAS,10180,2,vop_1er_ref,9466,0.93
CALDAS,10180,2,dpt_1er_ref,9706,0.95
CALDAS,10180,2,vop_2do_ref,9900,0.97
CALDAS,10180,2,dpt_5an_2do_ref,10008,0.98
CALDAS,10180,2,srp_5anosref,9582,0.94
CALDAS,10180,2,tdap_unica_dosis_en_cada_embarazo,8408,0.83
CAQUETA,8617,2,bcg_dosis_unica,7608,0.88
CAQUETA,8617,2,hb_d_unica,7400,0.86
CAQUETA,8617,2,antipolio_1ras_dosis,7254,0.84
CAQUETA,8617,2,vop_3_dosis,6722,0.78
CAQUETA,8617,2,penta_1ras_dosis,7256,0.84
CAQUETA,8617,2,penta_2das_dosis,7058,0.82
CAQUETA,8617,2,penta_3ras_dosis,6720,0.78
CAQUETA,8617,2,rotavirus_1ra_dosis,6843,0.79
CAQUETA,8617,2,rotavirus_2da_dosis,6759,0.78
CAQUETA,8617,2,flu_1ra_dosis,6519,0.76
CAQUETA,8617,2,flu_2da_dosis,4858,0.56
CAQUETA,8617,2,neumo_1ra_dosis,7269,0.84
CAQUETA,8617,2,neumo_2da_dosis,7069,0.82
CAQUETA,8617,2,srp_u_dosis,6983,0.81
CAQUETA,8617,2,varicela_u_dosis,6949,0.81
CAQUETA,8617,2,fa_u_dosis,8602,1.0
CAQUETA,8617,2,neumo_m12_ref,6806,0.79
CAQUETA,8617,2,vop_1er_ref,6225,0.72
CAQUETA,8617,2,dpt_1er_ref,6224,0.72
CAQUETA,8617,2,vop_2do_ref,7331,0.85
CAQUETA,8617,2,dpt_5an_2do_ref,7334,0.85
CAQUETA,8617,2,srp_5anosref,7377,0.86
CAQUETA,8617,2,tdap_unica_dosis_en_cada_embarazo,6123,0.71
CASANARE,7543,2,bcg_dosis_unica,6542,0.87
CASANARE,7543,2,hb_d_unica,5808,0.77
CASANARE,7543,2,antipolio_1ras_dosis,6641,0.88
CASANARE,7543,2,vop_3_dosis,6588,0.87
CASANARE,7543,2,penta_1ras_dosis,6644,0.88
CASANARE,7543,2,penta_2das_dosis,6582,0.87
CASANARE,7543,2,penta_3ras_dosis,6606,0.88
CASANARE,7543,2,rotavirus_1ra_dosis,6552,0.87
CASANARE,7543,2,rotavirus_2da_dosis,6500,0.86
CASANARE,7543,2,flu_1ra_dosis,5979,0.79
CASANARE,7543,2,flu_2da_dosis,4360,0.58
CASANARE,7543,2,neumo_1ra_dosis,6638,0.88
CASANARE,7543,2,neumo_2da_dosis,6521,0.86
CASANARE,7543,2,srp_u_dosis,6687,0.89
CASANARE,7543,2,varicela_u_dosis,6644,0.88
CASANARE,7543,2,fa_u_dosis,9301,1.23
CASANARE,7543,2,neumo_m12_ref,6657,0.88
CASANARE,7543,2,vop_1er_ref,6829,0.91
CASANARE,7543,2,dpt_1er_ref,6829,0.91
CASANARE,7543,2,vop_2do_ref,7246,0.96
CASANARE,7543,2,dpt_5an_2do_ref,7252,0.96
CASANARE,7543,2,srp_5anosref,7249,0.96
CASANARE,7543,2,tdap_unica_dosis_en_cada_embarazo,5700,0.76
CAUCA,22336,2,bcg_dosis_unica,17990,0.81
CAUCA,22336,2,hb_d_unica,17597,0.79
CAUCA,22336,2,antipolio_1ras_dosis,21088,0.94
CAUCA,22336,2,vop_3_dosis,20713,0.93
CAUCA,22336,2,penta_1ras_dosis,21104,0.94
CAUCA,22336,2,penta_2das_dosis,20704,0.93
CAUCA,22336,2,penta_3ras_dosis,20715,0.93
CAUCA,22336,2,rotavirus_1ra_dosis,20429,0.91
CAUCA,22336,2,rotavirus_2da_dosis,20155,0.9
CAUCA,22336,2,flu_1ra_dosis,19045,0.85
CAUCA,22336,2,flu_2da_dosis,12983,0.58
CAUCA,22336,2,neumo_1ra_dosis,20417,0.91
CAUCA,22336,2,neumo_2da_dosis,20364,0.91
CAUCA,22336,2,srp_u_dosis,21265,0.95
CAUCA,22336,2,varicela_u_dosis,21039,0.94
CAUCA,22336,2,fa_u_dosis,19422,0.87
CAUCA,22336,2,neumo_m12_ref,20258,0.91
CAUCA,22336,2,vop_1er_ref,19566,0.88
CAUCA,22336,2,dpt_1er_ref,19540,0.87
CAUCA,22336,2,vop_2do_ref,21289,0.95
CAUCA,22336,2,dpt_5an_2do_ref,21288,0.95
CAUCA,22336,2,srp_5anosref,21162,0.95
CAUCA,22336,2,tdap_unica_dosis_en_cada_embarazo,16279,0.73
CESAR,23487,2,bcg_dosis_unica,21378,0.91
CESAR,23487,2,hb_d_unica,20611,0.88
CESAR,23487,2,antipolio_1ras_dosis,22755,0.97
CESAR,23487,2,vop_3_dosis,21262,0.91
CESAR,23487,2,penta_1ras_dosis,22779,0.97
CESAR,23487,2,penta_2das_dosis,22054,0.94
CESAR,23487,2,penta_3ras_dosis,21256,0.91
CESAR,23487,2,rotavirus_1ra_dosis,21779,0.93
CESAR,23487,2,rotavirus_2da_dosis,21202,0.9
CESAR,23487,2,flu_1ra_dosis,18349,0.78
CESAR,23487,2,flu_2da_dosis,13555,0.58
CESAR,23487,2,neumo_1ra_dosis,21982,0.94
CESAR,23487,2,neumo_2da_dosis,21039,0.9
CESAR,23487,2,srp_u_dosis,22458,0.96
CESAR,23487,2,varicela_u_dosis,21916,0.93
CESAR,23487,2,fa_u_dosis,21103,0.9
CESAR,23487,2,neumo_m12_ref,21197,0.9
CESAR,23487,2,vop_1er_ref,20574,0.88
CESAR,23487,2,dpt_1er_ref,20581,0.88
CESAR,23487,2,vop_2do_ref,22496,0.96
CESAR,23487,2,dpt_5an_2do_ref,22492,0.96
CESAR,23487,2,srp_5anosref,21944,0.93
CESAR,23487,2,tdap_unica_dosis_en_cada_embarazo,20209,0.86
CHOCO,11596,2,bcg_dosis_unica,9249,0.8
CHOCO,11596,2,hb_d_unica,7127,0.61
CHOCO,11596,2,antipolio_1ras_dosis,10358,0.89
CHOCO,11596,2,vop_3_dosis,8519,0.73
CHOCO,11596,2,penta_1ras_dosis,10363,0.89
CHOCO,11596,2,penta_2das_dosis,9323,0.8
CHOCO,11596,2,penta_3ras_dosis,8517,0.73
CHOCO,11596,2,rotavirus_1ra_dosis,8518,0.73
CHOCO,11596,2,rotavirus_2da_dosis,8053,0.69
CHOCO,11596,2,flu_1ra_dosis,7561,0.65
CHOCO,11596,2,flu_2da_dosis,4434,0.38
CHOCO,11596,2,neumo_1ra_dosis,10421,0.9
CHOCO,11596,2,neumo_2da_dosis,9363,0.81
CHOCO,11596,2,srp_u_dosis,9661,0.83
CHOCO,11596,2,varicela_u_dosis,9290,0.8
CHOCO,11596,2,fa_u_dosis,11850,1.02
CHOCO,11596,2,neumo_m12_ref,9374,0.81
CHOCO,11596,2,vop_1er_ref,6927,0.6
CHOCO,11596,2,dpt_1er_ref,6929,0.6
CHOCO,11596,2,vop_2do_ref,8781,0.76
CHOCO,11596,2,dpt_5an_2do_ref,8781,0.76
CHOCO,11596,2,srp_5anosref,8757,0.76
CHOCO,11596,2,tdap_unica_dosis_en_cada_embarazo,6880,0.59
CORDOBA,31986,2,bcg_dosis_unica,26405,0.83
CORDOBA,31986,2,hb_d_unica,26179,0.82
CORDOBA,31986,2,antipolio_1ras_dosis,28687,0.9
CORDOBA,31986,2,vop_3_dosis,28670,0.9
CORDOBA,31986,2,penta_1ras_dosis,28765,0.9
CORDOBA,31986,2,penta_2das_dosis,28533,0.89
CORDOBA,31986,2,penta_3ras_dosis,28672,0.9
CORDOBA,31986,2,rotavirus_1ra_dosis,28045,0.88
CORDOBA,31986,2,rotavirus_2da_dosis,27758,0.87
CORDOBA,31986,2,flu_1ra_dosis,22699,0.71
CORDOBA,31986,2,flu_2da_dosis,15741,0.49
CORDOBA,31986,2,neumo_1ra_dosis,28365,0.89
CORDOBA,31986,2,neumo_2da_dosis,28561,0.89
CORDOBA,31986,2,srp_u_dosis,28293,0.88
CORDOBA,31986,2,varicela_u_dosis,26921,0.84
CORDOBA,31986,2,fa_u_dosis,26566,0.83
CORDOBA,31986,2,neumo_m12_ref,27811,0.87
CORDOBA,31986,2,vop_1er_ref,26773,0.84
CORDOBA,31986,2,dpt_1er_ref,26766,0.84
CORDOBA,31986,2,vop_2do_ref,29229,0.91
CORDOBA,31986,2,dpt_5an_2do_ref,29198,0.91
CORDOBA,31986,2,srp_5anosref,29058,0.91
CORDOBA,31986,2,tdap_unica_dosis_en_cada_embarazo,23799,0.74
CUNDINAMARCA,36312,2,bcg_dosis_unica,18824,0.52
CUNDINAMARCA,36312,2,hb_d_unica,18656,0.51
CUNDINAMARCA,36312,2,antipolio_1ras_dosis,31640,0.87
CUNDINAMARCA,36312,2,vop_3_dosis,33620,0.93
CUNDINAMARCA,36312,2,penta_1ras_dosis,31651,0.87
CUNDINAMARCA,36312,2,penta_2das_dosis,32620,0.9
CUNDINAMARCA,36312,2,penta_3ras_dosis,33628,0.93
CUNDINAMARCA,36312,2,rotavirus_1ra_dosis,31292,0.86
CUNDINAMARCA,36312,2,rotavirus_2da_dosis,32293,0.89
CUNDINAMARCA,36312,2,flu_1ra_dosis,25848,0.71
CUNDINAMARCA,36312,2,flu_2da_dosis,17760,0.49
CUNDINAMARCA,36312,2,neumo_1ra_dosis,31455,0.87
CUNDINAMARCA,36312,2,neumo_2da_dosis,32377,0.89
CUNDINAMARCA,36312,2,srp_u_dosis,34536,0.95
CUNDINAMARCA,36312,2,varicela_u_dosis,33303,0.92
CUNDINAMARCA,36312,2,fa_u_dosis,32506,0.9
CUNDINAMARCA,36312,2,neumo_m12_ref,33994,0.94
CUNDINAMARCA,36312,2,vop_1er_ref,33007,0.91
CUNDINAMARCA,36312,2,dpt_1er_ref,33043,0.91
CUNDINAMARCA,36312,2,vop_2do_ref,35542,0.98
CUNDINAMARCA,36312,2,dpt_5an_2do_ref,35587,0.98
CUNDINAMARCA,36312,2,srp_5anosref,35597,0.98
CUNDINAMARCA,36312,2,tdap_unica_dosis_en_cada_embarazo,25864,0.71
GUAINIA,880,2,bcg_dosis_unica,1097,1.25
GUAINIA,880,2,hb_d_unica,884,1.0
GUAINIA,880,2,antipolio_1ras_dosis,999,1.14
GUAINIA,880,2,vop_3_dosis,774,0.88
GUAINIA,880,2,penta_1ras_dosis,1001,1.14
GUAINIA,880,2,penta_2das_dosis,925,1.05
GUAINIA,880,2,penta_3ras_dosis,777,0.88
GUAINIA,880,2,rotavirus_1ra_dosis,797,0.91
GUAINIA,880,2,rotavirus_2da_dosis,764,0.87
GUAINIA,880,2,flu_1ra_dosis,707,0.8
GUAINIA,880,2,flu_2da_dosis,418,0.48
GUAINIA,880,2,neumo_1ra_dosis,1016,1.15
GUAINIA,880,2,neumo_2da_dosis,922,1.05
GUAINIA,880,2,srp_u_dosis,879,1.0
GUAINIA,880,2,varicela_u_dosis,866,0.98
GUAINIA,880,2,fa_u_dosis,950,1.08
GUAINIA,880,2,neumo_m12_ref,814,0.92
GUAINIA,880,2,vop_1er_ref,546,0.62
GUAINIA,880,2,dpt_1er_ref,545,0.62
GUAINIA,880,2,vop_2do_ref,759,0.86
GUAINIA,880,2,dpt_5an_2do_ref,759,0.86
GUAINIA,880,2,srp_5anosref,758,0.86
GUAINIA,880,2,tdap_unica_dosis_en_cada_embarazo,588,0.67
GUAVIARE,1377,2,bcg_dosis_unica,1328,0.96
GUAVIARE,1377,2,hb_d_unica,1290,0.94
GUAVIARE,1377,2,antipolio_1ras_dosis,1360,0.99
GUAVIARE,1377,2,vop_3_dosis,1277,0.93
GUAVIARE,1377,2,penta_1ras_dosis,1361,0.99
GUAVIARE,1377,2,penta_2das_dosis,1317,0.96
GUAVIARE,1377,2,penta_3ras_dosis,1278,0.93
GUAVIARE,1377,2,rotavirus_1ra_dosis,1303,0.95
GUAVIARE,1377,2,rotavirus_2da_dosis,1285,0.93
GUAVIARE,1377,2,flu_1ra_dosis,993,0.72
GUAVIARE,1377,2,flu_2da_dosis,622,0.45
GUAVIARE,1377,2,neumo_1ra_dosis,1374,1.0
GUAVIARE,1377,2,neumo_2da_dosis,1276,0.93
GUAVIARE,1377,2,srp_u_dosis,1302,0.95
GUAVIARE,1377,2,varicela_u_dosis,1285,0.93
GUAVIARE,1377,2,fa_u_dosis,1376,1.0
GUAVIARE,1377,2,neumo_m12_ref,1262,0.92
GUAVIARE,1377,2,vop_1er_ref,1153,0.84
GUAVIARE,1377,2,dpt_1er_ref,1153,0.84
GUAVIARE,1377,2,vop_2do_ref,1366,0.99
GUAVIARE,1377,2,dpt_5an_2do_ref,1367,0.99
GUAVIARE,1377,2,srp_5anosref,1377,1.0
GUAVIARE,1377,2,tdap_unica_dosis_en_cada_embarazo,1057,0.77
HUILA,20627,2,bcg_dosis_unica,20245,0.98
HUILA,20627,2,hb_d_unica,20197,0.98
HUILA,20627,2,antipolio_1ras_dosis,19347,0.94
HUILA,20627,2,vop_3_dosis,18920,0.92
HUILA,20627,2,penta_1ras_dosis,19326,0.94
HUILA,20627,2,penta_2das_dosis,19042,0.92
HUILA,20627,2,penta_3ras_dosis,18921,0.92
HUILA,20627,2,rotavirus_1ra_dosis,19123,0.93
HUILA,20627,2,rotavirus_2da_dosis,18882,0.92
HUILA,20627,2,flu_1ra_dosis,15907,0.77
HUILA,20627,2,flu_2da_dosis,12470,0.6
HUILA,20627,2,neumo_1ra_dosis,19363,0.94
HUILA,20627,2,neumo_2da_dosis,19083,0.93
HUILA,20627,2,srp_u_dosis,19269,0.93
HUILA,20627,2,varicela_u_dosis,19073,0.92
HUILA,20627,2,fa_u_dosis,18120,0.88
HUILA,20627,2,neumo_m12_ref,19211,0.93
HUILA,20627,2,vop_1er_ref,18277,0.89
HUILA,20627,2,dpt_1er_ref,18287,0.89
HUILA,20627,2,vop_2do_ref,19849,0.96
HUILA,20627,2,dpt_5an_2do_ref,19848,0.96
HUILA,20627,2,srp_5anosref,19887,0.96
HUILA,20627,2,tdap_unica_dosis_en_cada_embarazo,17316,0.84
LA GUAJIRA,21390,2,bcg_dosis_unica,19777,0.92
LA GUAJIRA,21390,2,hb_d_unica,18216,0.85
LA GUAJIRA,21390,2,antipolio_1ras_dosis,20068,0.94
LA GUAJIRA,21390,2,vop_3_dosis,18001,0.84
LA GUAJIRA,21390,2,penta_1ras_dosis,20099,0.94
LA GUAJIRA,21390,2,penta_2das_dosis,18602,0.87
LA GUAJIRA,21390,2,penta_3ras_dosis,18098,0.85
LA GUAJIRA,21390,2,rotavirus_1ra_dosis,17400,0.81
LA GUAJIRA,21390,2,rotavirus_2da_dosis,16676,0.78
LA GUAJIRA,21390,2,flu_1ra_dosis,15835,0.74
LA GUAJIRA,21390,2,flu_2da_dosis,9138,0.43
LA GUAJIRA,21390,2,neumo_1ra_dosis,19541,0.91
LA GUAJIRA,21390,2,neumo_2da_dosis,17803,0.83
LA GUAJIRA,21390,2,srp_u_dosis,19502,0.91
LA GUAJIRA,21390,2,varicela_u_dosis,19217,0.9
LA GUAJIRA,21390,2,fa_u_dosis,13640,0.64
LA GUAJIRA,21390,2,neumo_m12_ref,18039,0.84
LA GUAJIRA,21390,2,vop_1er_ref,13422,0.63
LA GUAJIRA,21390,2,dpt_1er_ref,13414,0.63
LA GUAJIRA,21390,2,vop_2do_ref,17111,0.8
LA GUAJIRA,21390,2,dpt_5an_2do_ref,17253,0.81
LA GUAJIRA,21390,2,srp_5anosref,17229,0.81
LA GUAJIRA,21390,2,tdap_unica_dosis_en_cada_embarazo,13957,0.65
MAGDALENA,17924,2,bcg_dosis_unica,14158,0.79
MAGDALENA,17924,2,hb_d_unica,13800,0.77
MAGDALENA,17924,2,antipolio_1ras_dosis,16708,0.93
MAGDALENA,17924,2,vop_3_dosis,15906,0.89
MAGDALENA,17924,2,penta_1ras_dosis,16706,0.93
MAGDALENA,17924,2,penta_2das_dosis,16296,0.91
MAGDALENA,17924,2,penta_3ras_dosis,15905,0.89
MAGDALENA,17924,2,rotavirus_1ra_dosis,16324,0.91
MAGDALENA,17924,2,rotavirus_2da_dosis,16007,0.89
MAGDALENA,17924,2,flu_1ra_dosis,12055,0.67
MAGDALENA,17924,2,flu_2da_dosis,8448,0.47
MAGDALENA,17924,2,neumo_1ra_dosis,16676,0.93
MAGDALENA,17924,2,neumo_2da_dosis,16279,0.91
MAGDALENA,17924,2,srp_u_dosis,16502,0.92
MAGDALENA,17924,2,varicela_u_dosis,16419,0.92
MAGDALENA,17924,2,fa_u_dosis,15969,0.89
MAGDALENA,17924,2,neumo_m12_ref,16343,0.91
MAGDALENA,17924,2,vop_1er_ref,15821,0.88
MAGDALENA,17924,2,dpt_1er_ref,15820,0.88
MAGDALENA,17924,2,vop_2do_ref,16777,0.94
MAGDALENA,17924,2,dpt_5an_2do_ref,16762,0.94
MAGDALENA,17924,2,srp_5anosref,16813,0.94
MAGDALENA,17924,2,tdap_unica_dosis_en_cada_embarazo,13045,0.73
SANTA MARTA,9053,2,bcg_dosis_unica,9188,1.01
SANTA MARTA,9053,2,hb_d_unica,9080,1.0
SANTA MARTA,9053,2,antipolio_1ras_dosis,8439,0.93
SANTA MARTA,9053,2,vop_3_dosis,7665,0.85
SANTA MARTA,9053,2,penta_1ras_dosis,8392,0.93
SANTA MARTA,9053,2,penta_2das_dosis,8114,0.9
SANTA MARTA,9053,2,penta_3ras_dosis,7574,0.84
SANTA MARTA,9053,2,rotavirus_1ra_dosis,7837,0.87
SANTA MARTA,9053,2,rotavirus_2da_dosis,7638,0.84
